timestamp,customers,revenue,transactions,avg_order_value,predicted_sales,labour_cost,staff_count,avg_wait_time,drive_thru_time,labour_efficiency,sales_vs_prediction_diff
2026-01-23 10:00:00,58,443.09,45,9.94,439.4,62.71,5,3.31,3.95,7.07,3.69
2026-01-23 11:00:00,79,685.05,65,10.28,661.89,90.41,7,4.08,4.86,7.58,23.16
2026-01-23 12:00:00,75,572.01,68,8.03,597.22,88.58,7,4.72,7.21,6.46,-25.21
2026-01-23 13:00:00,83,864.99,81,11.22,855.23,94.59,7,4.83,5.35,9.14,9.76
2026-01-23 14:00:00,56,424.14,48,8.59,421.38,65.48,5,2.51,4.67,6.48,2.76
2026-01-23 15:00:00,43,199.58,33,6.2,184.2,62.21,5,2.33,4.59,3.21,15.38
2026-01-23 16:00:00,39,349.65,36,9.39,370.55,41.49,3,2.88,3.04,8.43,-20.9
2026-01-23 17:00:00,38,285.65,35,8.36,292.24,36.95,3,3.03,4.13,7.73,-6.59
2026-01-23 18:00:00,18,106.97,14,7.8,100.52,29.57,2,3.08,4.91,3.62,6.45
2026-01-23 19:00:00,17,162.59,16,10.43,172.75,29.28,2,3.78,5.92,5.55,-10.16
2026-01-23 20:00:00,5,39.0,4,9.85,38.4,25.45,2,3.12,3.33,1.53,0.6
2026-01-23 21:00:00,5,29.93,4,7.81,30.4,26.54,2,3.93,5.41,1.13,-0.47
2026-01-23 22:00:00,5,25.85,4,6.56,24.09,26.79,2,3.54,4.7,0.96,1.76
2026-01-23 23:00:00,5,44.38,4,10.33,46.69,28.14,2,2.22,5.19,1.58,-2.31
2026-01-24 00:00:00,34,314.31,33,9.56,292.4,49.08,4,2.46,5.43,6.4,21.91
2026-01-24 01:00:00,27,164.54,20,7.62,177.5,59.42,4,3.45,3.91,2.77,-12.96
2026-01-24 02:00:00,29,199.89,22,8.49,204.3,56.44,4,3.82,4.79,3.54,-4.41
2026-01-24 03:00:00,34,186.27,28,6.85,168.25,58.79,4,3.81,3.54,3.17,18.02
2026-01-24 04:00:00,28,157.22,23,7.15,150.69,56.17,4,3.93,5.98,2.8,6.53
2026-01-24 05:00:00,31,228.6,25,9.36,206.11,52.01,4,2.89,3.11,4.4,22.49
2026-01-24 06:00:00,44,329.17,37,8.38,333.84,76.01,6,3.76,5.53,4.33,-4.67
2026-01-24 07:00:00,81,595.23,64,9.03,546.95,110.02,8,5.07,5.58,5.41,48.28
2026-01-24 08:00:00,80,763.5,76,10.01,829.07,99.1,8,4.15,5.17,7.7,-65.57
2026-01-24 09:00:00,79,765.55,68,10.77,760.96,119.31,8,5.52,6.04,6.42,4.59
2026-01-24 10:00:00,86,659.31,78,8.82,632.6,119.01,8,6.32,6.09,5.54,26.71
2026-01-24 11:00:00,101,959.29,84,11.43,964.13,115.81,8,4.46,4.93,8.28,-4.84
2026-01-24 12:00:00,99,793.49,89,8.33,805.44,100.35,8,5.04,6.0,7.91,-11.95
2026-01-24 13:00:00,100,848.5,86,10.44,766.17,108.69,8,5.55,5.75,7.81,82.33
2026-01-24 14:00:00,107,1152.58,104,11.88,1209.63,99.18,8,5.33,5.37,11.62,-57.05
2026-01-24 15:00:00,65,356.01,49,6.76,378.35,88.31,6,3.84,5.17,4.03,-22.34
2026-01-24 16:00:00,49,438.37,46,10.27,481.89,76.44,6,2.11,5.62,5.73,-43.52
2026-01-24 17:00:00,61,441.85,47,9.11,457.07,77.28,6,6.29,5.28,5.72,-15.22
2026-01-24 18:00:00,25,152.55,22,6.61,163.46,52.16,4,2.4,3.05,2.92,-10.91
2026-01-24 19:00:00,33,258.65,32,8.75,258.77,53.85,4,2.77,4.5,4.8,-0.12
2026-01-24 20:00:00,32,185.26,25,7.74,190.14,52.65,4,3.16,3.94,3.52,-4.88
2026-01-24 21:00:00,32,209.83,27,7.3,197.44,51.31,4,4.0,5.17,4.09,12.39
2026-01-24 22:00:00,26,192.66,20,9.26,192.91,52.53,4,3.09,4.74,3.67,-0.25
2026-01-24 23:00:00,32,340.48,31,10.97,357.97,52.14,4,2.37,5.39,6.53,-17.49
2026-01-25 00:00:00,22,141.36,16,9.17,138.7,54.26,4,2.16,5.65,2.61,2.66
2026-01-25 01:00:00,23,129.06,18,7.6,125.81,49.22,4,3.0,3.31,2.62,3.25
2026-01-25 02:00:00,31,253.85,27,9.33,233.46,59.23,4,2.13,5.73,4.29,20.39
2026-01-25 03:00:00,32,277.88,25,10.63,263.14,59.37,4,2.26,5.5,4.68,14.74
2026-01-25 04:00:00,25,155.49,23,7.27,166.25,51.53,4,3.32,4.11,3.02,-10.76
2026-01-25 05:00:00,24,232.65,22,10.88,212.93,52.43,4,2.49,5.98,4.44,19.72
2026-01-25 06:00:00,38,248.48,35,6.83,263.59,58.65,4,3.31,3.98,4.24,-15.11
2026-01-25 07:00:00,87,670.35,79,8.84,668.0,102.49,8,5.24,5.1,6.54,2.35
2026-01-25 08:00:00,85,767.47,66,12.02,769.15,113.86,8,5.91,6.39,6.74,-1.68
2026-01-25 09:00:00,78,774.04,73,10.53,748.99,99.73,8,5.2,6.54,7.76,25.05
2026-01-25 10:00:00,79,841.28,76,10.47,848.09,111.14,8,4.22,6.69,7.57,-6.81
2026-01-25 11:00:00,101,948.18,100,10.19,975.76,113.3,8,5.54,6.3,8.37,-27.58
2026-01-25 12:00:00,99,967.52,83,11.11,1031.43,100.0,8,5.05,6.17,9.68,-63.91
2026-01-25 13:00:00,105,947.97,104,9.18,979.35,99.31,8,4.26,6.31,9.55,-31.38
2026-01-25 14:00:00,102,1159.56,89,12.18,1253.75,102.55,8,4.54,5.84,11.31,-94.19
2026-01-25 15:00:00,66,635.75,61,10.81,671.61,88.89,6,3.96,3.56,7.15,-35.86
2026-01-25 16:00:00,46,253.77,40,6.64,260.04,83.11,6,3.46,4.8,3.05,-6.27
2026-01-25 17:00:00,65,345.01,48,7.8,310.57,84.12,6,5.11,5.97,4.1,34.44
2026-01-25 18:00:00,40,333.95,31,10.17,338.74,84.93,6,2.61,4.7,3.93,-4.79
2026-01-25 19:00:00,36,191.82,30,6.49,197.58,51.26,4,2.57,3.03,3.74,-5.76
2026-01-25 20:00:00,31,191.1,27,7.52,178.98,55.71,4,2.89,5.11,3.43,12.12
2026-01-25 21:00:00,22,191.25,20,8.92,193.83,56.25,4,3.82,5.08,3.4,-2.58
2026-01-25 22:00:00,27,135.41,20,6.54,142.7,55.52,4,2.51,5.02,2.44,-7.29
2026-01-25 23:00:00,21,220.21,20,10.9,225.27,59.99,4,2.44,5.86,3.67,-5.06
2026-01-26 00:00:00,5,41.37,4,9.84,40.69,26.15,2,2.41,3.89,1.58,0.68
2026-01-26 01:00:00,5,30.82,3,10.22,33.01,24.57,2,3.81,3.1,1.25,-2.19
2026-01-26 02:00:00,10,69.17,7,9.37,72.16,25.14,2,2.34,4.74,2.75,-2.99
2026-01-26 03:00:00,5,26.06,4,6.94,25.71,26.15,2,3.6,3.74,1.0,0.35
2026-01-26 04:00:00,7,64.01,6,10.26,58.58,28.38,2,2.38,3.37,2.26,5.43
2026-01-26 05:00:00,10,91.74,9,9.93,97.49,29.72,2,3.77,4.33,3.09,-5.75
2026-01-26 06:00:00,10,67.49,9,7.87,66.41,26.16,2,2.29,4.6,2.58,1.08
2026-01-26 07:00:00,61,623.82,56,11.75,636.88,64.63,5,5.76,5.68,9.65,-13.06
2026-01-26 08:00:00,58,528.22,57,8.98,578.93,73.11,5,3.96,4.99,7.23,-50.71
2026-01-26 09:00:00,55,359.79,48,7.62,369.8,62.49,5,2.98,5.23,5.76,-10.01
2026-01-26 10:00:00,62,667.64,61,10.25,713.97,73.81,5,3.17,4.19,9.05,-46.33
2026-01-26 11:00:00,81,932.51,79,12.36,965.96,104.4,7,3.85,6.17,8.93,-33.45
2026-01-26 12:00:00,86,847.9,72,11.4,810.94,98.58,7,5.4,5.9,8.6,36.96
2026-01-26 13:00:00,84,740.82,66,11.13,696.01,104.53,7,5.03,7.49,7.09,44.81
2026-01-26 14:00:00,78,971.51,76,12.16,986.5,98.86,7,4.43,4.94,9.83,-14.99
2026-01-26 15:00:00,25,148.61,23,6.63,151.72,38.32,3,2.1,5.17,3.88,-3.11
2026-01-26 16:00:00,35,317.09,30,10.54,308.46,39.5,3,3.51,4.36,8.03,8.63
2026-01-26 17:00:00,44,282.24,36,8.02,280.35,73.37,5,2.12,5.96,3.85,1.89
2026-01-26 18:00:00,18,108.64,16,7.18,108.52,26.25,2,3.59,3.15,4.14,0.12
2026-01-26 19:00:00,10,87.9,8,10.23,88.14,26.75,2,2.48,4.36,3.29,-0.24
2026-01-26 20:00:00,5,27.43,4,7.44,28.37,27.11,2,2.62,5.21,1.01,-0.94
2026-01-26 21:00:00,10,55.63,9,6.26,52.39,27.65,2,2.5,5.78,2.01,3.24
2026-01-26 22:00:00,5,29.89,3,10.54,28.74,27.39,2,3.75,3.77,1.09,1.15
2026-01-26 23:00:00,5,37.61,4,9.89,35.52,29.13,2,2.65,5.9,1.29,2.09
2026-01-27 00:00:00,14,101.39,13,7.99,105.71,24.33,2,3.39,3.55,4.17,-4.32
2026-01-27 01:00:00,5,40.04,4,10.83,36.61,25.92,2,2.66,4.08,1.54,3.43
2026-01-27 02:00:00,5,22.38,3,7.35,21.33,24.88,2,2.79,5.13,0.9,1.05
2026-01-27 03:00:00,7,35.14,5,6.71,36.65,28.85,2,3.62,5.66,1.22,-1.51
2026-01-27 04:00:00,8,80.87,7,10.8,85.23,27.05,2,3.09,4.77,2.99,-4.36
2026-01-27 05:00:00,9,82.78,8,9.97,86.28,24.79,2,2.13,5.41,3.34,-3.5
2026-01-27 06:00:00,12,65.24,9,7.76,69.87,24.24,2,3.72,4.95,2.69,-4.63
2026-01-27 07:00:00,66,570.78,52,10.95,525.6,65.81,5,4.94,3.2,8.67,45.18
2026-01-27 08:00:00,85,636.88,66,9.85,602.52,88.16,7,6.29,6.76,7.22,34.36
2026-01-27 09:00:00,60,496.68,45,11.6,510.48,60.54,5,3.5,3.94,8.2,-13.8
2026-01-27 10:00:00,65,320.43,52,6.19,335.34,65.07,5,4.83,3.15,4.92,-14.91
2026-01-27 11:00:00,77,792.3,75,9.89,837.67,87.75,7,5.63,7.44,9.03,-45.37
2026-01-27 12:00:00,78,674.83,64,10.06,690.03,99.25,7,4.46,5.86,6.8,-15.2
2026-01-27 13:00:00,81,782.36,72,10.47,711.75,84.33,7,4.81,7.12,9.28,70.61
2026-01-27 14:00:00,81,722.65,70,10.87,790.5,90.95,7,4.16,6.36,7.95,-67.85
2026-01-27 15:00:00,41,299.94,38,7.64,297.07,62.35,5,2.11,4.79,4.81,2.87
2026-01-27 16:00:00,44,414.88,43,9.39,424.22,72.98,5,2.05,3.14,5.68,-9.34
2026-01-27 17:00:00,46,318.98,36,8.97,344.14,60.14,5,3.54,5.89,5.3,-25.16
2026-01-27 18:00:00,12,97.29,10,10.45,107.01,24.52,2,2.61,3.46,3.97,-9.72
2026-01-27 19:00:00,21,153.21,17,9.17,155.94,38.64,3,3.95,3.14,3.97,-2.73
2026-01-27 20:00:00,5,30.74,3,9.81,30.38,29.44,2,2.18,3.46,1.04,0.36
2026-01-27 21:00:00,10,47.05,7,6.37,50.85,24.22,2,3.84,5.73,1.94,-3.8
2026-01-27 22:00:00,12,80.62,10,8.33,77.27,26.48,2,3.78,3.82,3.04,3.35
2026-01-27 23:00:00,11,82.11,10,8.38,81.9,28.38,2,3.9,3.4,2.89,0.21
2026-01-28 00:00:00,5,32.86,4,8.58,36.06,26.45,2,3.31,4.18,1.24,-3.2
2026-01-28 01:00:00,9,57.91,7,8.69,55.21,27.32,2,2.14,3.76,2.12,2.7
2026-01-28 02:00:00,5,37.69,4,8.73,34.8,25.7,2,2.37,4.14,1.47,2.89
2026-01-28 03:00:00,14,100.07,13,8.2,100.9,29.08,2,2.93,4.1,3.44,-0.83
2026-01-28 04:00:00,7,42.54,6,7.44,43.25,26.48,2,2.98,5.85,1.61,-0.71
2026-01-28 05:00:00,7,51.52,6,8.25,56.49,29.22,2,2.16,4.79,1.76,-4.97
2026-01-28 06:00:00,14,96.17,13,7.06,94.66,29.42,2,3.23,5.55,3.27,1.51
2026-01-28 07:00:00,55,595.27,51,10.89,611.94,64.27,5,2.08,4.42,9.26,-16.67
2026-01-28 08:00:00,65,511.04,50,10.17,512.14,71.81,5,5.09,4.44,7.12,-1.1
2026-01-28 09:00:00,65,411.11,53,7.83,406.47,73.95,5,4.69,5.72,5.56,4.64
2026-01-28 10:00:00,55,437.09,48,9.32,394.41,60.15,5,2.95,3.68,7.27,42.68
2026-01-28 11:00:00,87,796.98,70,11.93,823.71,88.22,7,6.1,6.79,9.03,-26.73
2026-01-28 12:00:00,86,676.49,64,10.11,722.71,95.35,7,4.54,5.17,7.09,-46.22
2026-01-28 13:00:00,75,762.42,66,11.98,770.89,94.99,7,5.7,5.76,8.03,-8.47
2026-01-28 14:00:00,78,526.33,62,8.29,510.32,87.51,7,4.15,6.2,6.01,16.01
2026-01-28 15:00:00,43,266.77,38,7.54,260.71,68.48,5,3.23,5.6,3.9,6.06
2026-01-28 16:00:00,46,283.93,41,6.88,306.38,70.12,5,2.96,5.78,4.05,-22.45
2026-01-28 17:00:00,41,300.33,35,7.96,278.59,63.17,5,2.78,3.9,4.75,21.74
2026-01-28 18:00:00,10,60.76,8,7.28,66.08,28.75,2,2.78,4.91,2.11,-5.32
2026-01-28 19:00:00,20,153.21,15,10.22,161.61,36.03,3,3.22,4.72,4.25,-8.4
2026-01-28 20:00:00,5,33.01,4,7.75,31.72,24.79,2,3.9,5.28,1.33,1.29
2026-01-28 21:00:00,8,57.17,6,9.25,56.13,29.69,2,3.75,5.41,1.93,1.04
2026-01-28 22:00:00,5,26.51,4,6.91,24.21,27.45,2,2.2,4.94,0.97,2.3
2026-01-28 23:00:00,7,50.24,6,7.98,48.96,24.42,2,3.95,5.9,2.06,1.28
2026-01-29 00:00:00,12,89.05,9,9.5,93.41,29.95,2,3.86,4.46,2.97,-4.36
2026-01-29 01:00:00,8,48.73,6,7.84,46.47,27.98,2,3.02,5.47,1.74,2.26
2026-01-29 02:00:00,7,60.6,6,10.78,66.59,27.24,2,2.83,5.61,2.22,-5.99
2026-01-29 03:00:00,5,24.93,4,6.62,22.49,24.41,2,2.82,3.42,1.02,2.44
2026-01-29 04:00:00,5,31.4,4,8.03,34.09,26.72,2,2.98,5.9,1.18,-2.69
2026-01-29 05:00:00,10,78.12,9,8.98,81.21,24.98,2,2.67,4.78,3.13,-3.09
2026-01-29 06:00:00,22,131.74,17,7.75,137.24,41.97,3,3.31,3.31,3.14,-5.5
2026-01-29 07:00:00,74,655.27,65,10.81,689.57,100.85,7,4.22,5.59,6.5,-34.3
2026-01-29 08:00:00,56,503.57,50,10.39,528.58,74.77,5,2.49,4.69,6.73,-25.01
2026-01-29 09:00:00,60,402.73,50,8.28,433.36,67.04,5,2.42,3.87,6.01,-30.63
2026-01-29 10:00:00,65,380.7,62,6.64,370.9,68.44,5,4.31,3.44,5.56,9.8
2026-01-29 11:00:00,81,850.71,76,10.73,775.17,88.19,7,4.15,7.43,9.65,75.54
2026-01-29 12:00:00,78,623.68,69,9.42,576.79,86.19,7,3.54,5.78,7.24,46.89
2026-01-29 13:00:00,87,748.21,69,10.66,748.68,98.94,7,5.71,7.36,7.56,-0.47
2026-01-29 14:00:00,86,610.49,65,9.89,649.62,98.09,7,3.75,6.53,6.22,-39.13
2026-01-29 15:00:00,37,235.01,33,6.89,218.89,37.2,3,3.03,4.84,6.32,16.12
2026-01-29 16:00:00,39,226.2,31,7.08,209.59,41.9,3,3.7,3.72,5.4,16.61
2026-01-29 17:00:00,35,268.21,27,10.18,247.21,42.7,3,3.95,4.19,6.28,21.0
2026-01-29 18:00:00,11,83.99,9,9.81,78.8,25.94,2,3.28,5.97,3.24,5.19
2026-01-29 19:00:00,20,169.03,19,9.38,177.69,37.04,3,2.91,5.17,4.56,-8.66
2026-01-29 20:00:00,6,30.07,5,6.04,31.91,24.88,2,3.34,3.53,1.21,-1.84
2026-01-29 21:00:00,10,78.3,8,10.05,84.94,26.38,2,3.7,5.47,2.97,-6.64
2026-01-29 22:00:00,5,32.51,4,8.03,34.06,29.07,2,3.2,5.37,1.12,-1.55
2026-01-29 23:00:00,5,24.23,3,7.61,22.67,25.04,2,2.73,5.18,0.97,1.56
2026-01-30 00:00:00,5,35.67,4,9.26,36.93,28.34,2,2.94,4.46,1.26,-1.26
2026-01-30 01:00:00,5,29.37,4,7.49,30.92,27.92,2,2.72,5.42,1.05,-1.55
2026-01-30 02:00:00,13,59.15,10,6.17,59.36,28.87,2,3.78,3.06,2.05,-0.21
2026-01-30 03:00:00,7,31.81,5,6.9,30.19,28.53,2,3.05,5.46,1.11,1.62
2026-01-30 04:00:00,6,32.46,5,6.26,29.71,24.79,2,2.27,4.98,1.31,2.75
2026-01-30 05:00:00,5,26.79,4,6.98,28.49,28.31,2,3.22,4.22,0.95,-1.7
2026-01-30 06:00:00,13,81.18,12,6.7,79.08,25.64,2,2.7,4.68,3.17,2.1
2026-01-30 07:00:00,59,375.16,47,7.98,405.79,61.09,5,3.05,3.54,6.14,-30.63
2026-01-30 08:00:00,58,525.55,45,10.87,576.1,74.15,5,3.7,3.12,7.09,-50.55
2026-01-30 09:00:00,66,721.92,58,12.18,709.57,72.78,5,4.2,5.01,9.92,12.35
2026-01-30 10:00:00,64,562.83,56,9.53,552.4,65.88,5,5.17,3.11,8.54,10.43
2026-01-30 11:00:00,54,509.15,44,12.29,462.47,69.14,5,2.37,5.47,7.36,46.68
2026-01-30 12:00:00,82,805.97,68,12.11,885.11,97.32,7,4.89,4.12,8.28,-79.14
2026-01-30 13:00:00,78,659.0,63,10.73,676.91,89.37,7,5.5,5.61,7.37,-17.91
2026-01-30 14:00:00,81,663.72,74,8.69,636.09,89.38,7,5.31,5.28,7.43,27.63
2026-01-30 15:00:00,42,303.56,34,9.32,290.46,65.99,5,3.56,3.07,4.6,13.1
2026-01-30 16:00:00,46,377.88,40,9.73,401.4,61.52,5,3.52,4.44,6.14,-23.52
2026-01-30 17:00:00,38,232.36,34,6.96,239.17,39.31,3,3.64,3.68,5.91,-6.81
2026-01-30 18:00:00,19,102.67,16,6.22,100.64,28.02,2,3.99,5.22,3.66,2.03
2026-01-30 19:00:00,21,201.01,19,10.52,193.85,42.87,3,3.44,4.21,4.69,7.16
2026-01-30 20:00:00,5,39.23,4,9.14,42.72,27.72,2,3.46,3.78,1.42,-3.49
2026-01-30 21:00:00,5,38.24,4,9.21,41.49,25.66,2,3.04,3.01,1.49,-3.25
2026-01-30 22:00:00,8,78.88,7,10.68,73.85,25.51,2,3.68,4.01,3.09,5.03
2026-01-30 23:00:00,5,28.38,4,7.3,30.35,27.41,2,2.77,3.46,1.04,-1.97
2026-01-31 00:00:00,22,117.61,18,6.81,109.96,50.11,4,3.84,4.09,2.35,7.65
2026-01-31 01:00:00,28,199.36,27,7.46,195.08,49.88,4,3.86,3.1,4.0,4.28
2026-01-31 02:00:00,24,161.02,19,8.3,175.09,57.25,4,2.64,4.12,2.81,-14.07
2026-01-31 03:00:00,26,196.51,23,9.27,210.9,54.57,4,2.39,5.23,3.6,-14.39
2026-01-31 04:00:00,26,117.47,20,6.23,119.17,59.39,4,3.97,5.25,1.98,-1.7
2026-01-31 05:00:00,30,176.63,24,7.95,159.28,58.23,4,3.15,5.92,3.03,17.35
2026-01-31 06:00:00,42,266.63,36,7.29,289.96,76.1,6,3.38,4.87,3.5,-23.33
2026-01-31 07:00:00,77,615.05,58,10.39,565.25,113.42,8,4.92,7.52,5.42,49.8
2026-01-31 08:00:00,79,708.07,59,11.21,742.92,106.7,8,4.8,4.77,6.64,-34.85
2026-01-31 09:00:00,77,871.89,68,12.2,823.68,106.62,8,5.57,6.34,8.18,48.21
2026-01-31 10:00:00,80,544.72,68,8.24,514.1,98.91,8,5.13,6.61,5.51,30.62
2026-01-31 11:00:00,99,660.44,74,8.35,606.16,118.27,8,5.18,4.9,5.58,54.28
2026-01-31 12:00:00,101,1014.38,95,10.4,961.21,99.94,8,4.36,5.25,10.15,53.17
2026-01-31 13:00:00,103,853.93,94,9.43,774.53,111.08,8,5.52,6.85,7.69,79.4
2026-01-31 14:00:00,107,956.77,94,11.03,959.85,118.77,8,6.22,4.85,8.06,-3.08
2026-01-31 15:00:00,67,551.22,57,9.35,591.44,72.26,6,4.43,4.68,7.63,-40.22
2026-01-31 16:00:00,60,510.32,46,10.52,514.28,87.64,6,2.9,4.98,5.82,-3.96
2026-01-31 17:00:00,60,530.52,52,9.51,532.79,83.15,6,2.03,5.22,6.38,-2.27
2026-01-31 18:00:00,37,303.81,32,9.41,325.78,51.65,4,3.42,5.94,5.88,-21.97
2026-01-31 19:00:00,32,304.85,31,10.65,301.11,50.1,4,3.41,3.47,6.08,3.74
2026-01-31 20:00:00,26,215.17,24,8.31,225.05,50.49,4,2.66,4.11,4.26,-9.88
2026-01-31 21:00:00,25,209.31,21,10.2,201.33,48.75,4,2.08,4.5,4.29,7.98
2026-01-31 22:00:00,24,189.45,18,9.96,172.3,52.33,4,3.0,3.26,3.62,17.15
2026-01-31 23:00:00,22,164.15,20,8.63,158.15,58.96,4,2.23,5.6,2.78,6.0
2026-02-01 00:00:00,30,231.79,22,10.24,209.83,52.32,4,3.05,5.69,4.43,21.96
2026-02-01 01:00:00,32,320.5,31,10.35,322.23,51.77,4,2.23,5.34,6.19,-1.73
2026-02-01 02:00:00,31,185.86,25,7.16,184.84,55.62,4,3.42,4.3,3.34,1.02
2026-02-01 03:00:00,24,191.64,19,10.18,192.89,58.31,4,3.35,3.43,3.29,-1.25
2026-02-01 04:00:00,28,248.37,25,10.29,233.64,48.54,4,3.22,5.87,5.12,14.73
2026-02-01 05:00:00,31,169.62,24,7.46,186.23,56.19,4,3.99,3.7,3.02,-16.61
2026-02-01 06:00:00,40,231.42,36,6.69,239.13,84.87,6,2.39,4.12,2.73,-7.71
2026-02-01 07:00:00,78,600.52,62,8.98,613.77,102.61,8,5.29,6.97,5.85,-13.25
2026-02-01 08:00:00,87,1030.19,86,11.83,1042.84,119.25,8,4.61,5.41,8.64,-12.65
2026-02-01 09:00:00,54,405.22,52,7.73,437.35,88.83,6,3.56,3.09,4.56,-32.13
2026-02-01 10:00:00,82,550.2,62,8.26,591.1,100.34,8,3.96,6.63,5.48,-40.9
2026-02-01 11:00:00,102,766.21,80,9.27,751.42,99.66,8,4.68,4.49,7.69,14.79
2026-02-01 12:00:00,105,903.59,83,11.48,972.73,102.52,8,5.5,5.87,8.81,-69.14
2026-02-01 13:00:00,68,570.07,67,8.24,513.67,81.61,6,4.37,3.65,6.99,56.4
2026-02-01 14:00:00,95,796.75,73,11.43,857.62,117.43,8,3.8,5.12,6.78,-60.87
2026-02-01 15:00:00,59,434.91,55,7.46,439.21,80.56,6,3.84,4.73,5.4,-4.3
2026-02-01 16:00:00,57,502.04,56,8.59,497.86,76.08,6,2.23,5.74,6.6,4.18
2026-02-01 17:00:00,42,387.86,35,10.57,408.18,80.02,6,3.55,3.54,4.85,-20.32
2026-02-01 18:00:00,30,258.92,26,9.68,238.36,48.48,4,3.24,5.99,5.34,20.56
2026-02-01 19:00:00,42,294.96,36,8.23,313.51,84.74,6,3.78,4.52,3.48,-18.55
2026-02-01 20:00:00,27,133.68,21,6.77,139.62,59.15,4,2.43,3.85,2.26,-5.94
2026-02-01 21:00:00,24,156.05,23,6.45,155.1,51.43,4,3.76,5.14,3.03,0.95
2026-02-01 22:00:00,30,167.88,26,6.87,172.17,49.73,4,3.05,4.16,3.38,-4.29
2026-02-01 23:00:00,20,176.77,18,9.6,174.83,59.26,4,3.11,5.39,2.98,1.94
2026-02-02 00:00:00,6,49.98,5,10.52,51.14,25.05,2,3.12,3.16,2.0,-1.16
2026-02-02 01:00:00,13,57.47,9,6.27,58.64,29.61,2,2.22,4.74,1.94,-1.17
2026-02-02 02:00:00,6,52.33,5,10.69,57.01,26.89,2,3.66,4.77,1.95,-4.68
2026-02-02 03:00:00,8,54.17,6,9.17,50.73,28.85,2,3.78,5.79,1.88,3.44
2026-02-02 04:00:00,5,35.67,4,8.4,38.91,24.41,2,2.04,4.4,1.46,-3.24
2026-02-02 05:00:00,12,105.21,11,8.98,103.28,29.36,2,3.97,3.97,3.58,1.93
2026-02-02 06:00:00,22,193.54,18,10.85,184.97,42.76,3,2.25,4.0,4.53,8.57
2026-02-02 07:00:00,56,383.0,42,8.47,402.65,64.71,5,3.44,4.65,5.92,-19.65
2026-02-02 08:00:00,62,727.11,58,12.32,737.18,66.33,5,4.52,5.58,10.96,-10.07
2026-02-02 09:00:00,62,733.07,58,12.41,711.62,65.02,5,3.46,3.32,11.27,21.45
2026-02-02 10:00:00,65,440.43,61,7.42,431.1,63.7,5,5.96,3.25,6.91,9.33
2026-02-02 11:00:00,86,663.52,66,9.57,609.48,94.09,7,4.72,5.39,7.05,54.04
2026-02-02 12:00:00,84,1072.88,82,12.7,1014.02,86.46,7,4.74,7.39,12.41,58.86
2026-02-02 13:00:00,55,472.92,46,9.91,457.22,63.17,5,3.1,5.53,7.49,15.7
2026-02-02 14:00:00,84,729.24,78,10.08,706.1,100.44,7,5.35,5.54,7.26,23.14
2026-02-02 15:00:00,43,309.98,35,9.35,294.2,63.91,5,2.34,5.63,4.85,15.78
2026-02-02 16:00:00,46,255.38,40,6.86,257.43,60.74,5,2.01,3.14,4.2,-2.05
2026-02-02 17:00:00,37,270.24,36,7.15,293.55,41.71,3,3.55,4.76,6.48,-23.31
2026-02-02 18:00:00,17,101.0,16,6.47,106.1,29.25,2,2.27,4.93,3.45,-5.1
2026-02-02 19:00:00,14,101.89,10,10.79,106.68,26.5,2,3.07,3.27,3.84,-4.79
2026-02-02 20:00:00,10,98.93,9,10.7,104.1,28.4,2,3.08,5.07,3.48,-5.17
2026-02-02 21:00:00,11,113.71,10,10.73,121.66,26.44,2,2.5,4.82,4.3,-7.95
2026-02-02 22:00:00,5,27.48,4,7.06,25.29,25.81,2,2.79,5.05,1.06,2.19
2026-02-02 23:00:00,6,38.47,4,9.31,36.08,24.01,2,2.54,5.78,1.6,2.39
2026-02-03 00:00:00,5,22.9,3,7.75,21.63,29.95,2,3.25,3.45,0.76,1.27
2026-02-03 01:00:00,10,81.67,8,9.63,89.28,28.0,2,2.6,4.06,2.92,-7.61
2026-02-03 02:00:00,5,32.03,4,8.23,31.27,26.73,2,3.26,3.76,1.2,0.76
2026-02-03 03:00:00,10,56.36,8,6.73,57.08,27.65,2,3.24,5.91,2.04,-0.72
2026-02-03 04:00:00,9,81.49,8,10.0,79.24,27.28,2,2.26,4.41,2.99,2.25
2026-02-03 05:00:00,9,91.63,8,10.66,99.4,26.88,2,2.28,5.26,3.41,-7.77
2026-02-03 06:00:00,11,90.12,9,9.39,94.43,24.56,2,3.21,5.8,3.67,-4.31
2026-02-03 07:00:00,84,719.94,74,9.75,716.78,93.83,7,5.38,6.79,7.67,3.16
2026-02-03 08:00:00,60,549.87,52,9.8,586.24,60.37,5,3.41,5.99,9.11,-36.37
2026-02-03 09:00:00,67,624.48,54,11.66,584.07,60.75,5,5.0,4.25,10.28,40.41
2026-02-03 10:00:00,57,378.31,50,7.83,366.72,70.56,5,3.01,3.8,5.36,11.59
2026-02-03 11:00:00,84,757.71,63,11.15,735.36,96.21,7,3.82,6.51,7.88,22.35
2026-02-03 12:00:00,76,730.73,67,11.68,689.74,95.26,7,5.64,4.35,7.67,40.99
2026-02-03 13:00:00,83,738.09,81,9.51,734.35,91.49,7,4.01,7.41,8.07,3.74
2026-02-03 14:00:00,78,1054.46,76,12.93,957.36,98.76,7,5.31,4.37,10.68,97.1
